year,rank,title,artist,lyrics
2009,51,Gotta Be Somebody,Nickelback,"This time, I wonder what it feels like
To find the one in this life
The one we all dream of, but dreams just aren't enough
So I'll be waiting for the real thing; I'll know it by the feeling
The moment when we're meeting
Will play out like a scene, straight off the silver screen

So I'll be holding my own breath, right up 'til the end
Until that moment when I find the one that I'll spend forever with

'Cause nobody wants to be the last one there
'Cause everyone wants to feel like someone cares
Someone to love with my life in their hands
There's gotta be somebody for me like that
'Cause nobody wants to go it on their own
And everyone wants to know they're not alone
There's somebody else that feels the same somewhere
There's gotta be somebody for me out there

Tonight, out on the street; out in the moonlight
And, damn it, this feels too right
It's just like déjà vu; me, standing here with you

So I'll be holding my breath, could this be the end?
Is it that moment when I find the one that I'll spend forever with?

'Cause nobody wants to be the last one there
'Cause everyone wants to feel like someone cares
Someone to love with my life in their hands
There's gotta be somebody for me like that
'Cause nobody wants to go it on their own
And everyone wants to know they're not alone
There's somebody else that feels the same somewhere
There's gotta be somebody for me out there

Ooh, you can't give up (when you're looking for) 
A diamond in the rough (because you never know) 
When it shows up, (make sure you're holding on)
'Cause it could be the one, the one you're waiting on

'Cause nobody wants to be the last one there
And everyone wants to feel like someone cares
Someone to love with my life in their hands
There's gotta be somebody for me, oh...

Nobody wants to go it on their own
And everyone wants to know they're not alone
There's somebody else that feels the same somewhere
There's gotta be somebody for me out there

Nobody wants to be the last one there (when you're looking for)
'Cause everyone wants to feel like someone cares (because you never know)
There's somebody else that feels the same somewhere (make sure you're holding on)
There's gotta be somebody for me out there."
2009,52,Please Don't Leave Me,Pink,"(Da da da da, da da da da
Da da-da da da)

I don't know if I can yell any louder
How many times have I kicked you outta here?
Or said something insulting?
I can be so mean when I wanna be
I am capable of really anything
I can cut you into pieces
When my heart is broken

Please don't leave me
Please don't leave me
I always say how I don't need you
But it's always gonna come right back to this
Please, don't leave me

How did I become so obnoxious?
What is it with you that makes me act like this?
I've never been this nasty
Can't you tell that this is all just a contest?
The one that wins will be the one that hits the hardest
But baby I don't mean it
I mean it, I promise

Please don't leave me
Please don't leave me
I always say how I don't need you
But it's always gonna come right back to this
Please, don't leave me

I forgot to say out loud
How beautiful you really are to me
I can't be without
You're my perfect little punching bag
And I need you
I'm sorry

(Da da da da, da da da da
Da da-da da da)
Please, please don't leave me

Baby please don't leave me (No, don't leave me)
Please don't leave me no no no
You say I don't need you
But it's always gonna come right back to this
Please don't leave me
Please don't leave me
I always say how I don't need you
But it's always gonna come right back to this

Please don't leave me
Please, please don't leave me"
2009,53,Paparazzi,Lady Gaga,"We are the crowd
We're c-comin' out
Got my flash on, it's true
Need that picture of you
It's so magical
We'd be so fantastico

Leather and jeans
Garage glamorous
Not sure what it means
But this photo of us, it don't have a price
Ready for those flashing lights
'Cause you know that baby, I

I'm your biggest fan
I'll follow you until you love me
Papa-paparazzi (ya-ha)
Baby, there's no other superstar
You know that I'll be 
Your papa-paparazzi (ya-ha)

Promise I'll be kind
But I won't stop until that boy is mine
Baby, you'll be famous
Chase you down until you love me
Papa-paparazzi

I'll be your girl 
Backstage at your show
Velvet ropes and guitars
Yeah, 'cause you're my rockstar
In between the sets
Eyeliner and cigarettes

Shadow is burnt
Yellow dance and we turn
My lashes are dry
Purple teardrops I cry, it don't have a price
Loving you is cherry pie
'Cause you know that baby, I

I'm your biggest fan
I'll follow you until you love me
Papa-paparazzi (ya-ha)
Baby, there's no other superstar
You know that I'll be 
Your papa-paparazzi (ya-ha)

Promise I'll be kind
But I won't stop until that boy is mine
Baby, you'll be famous
Chase you down until you love me
Papa-paparazzi

Real good, we dance in the studio
Snap-snap to that shit on the radio
Don't stop for anyone
We're plastic but we still have fun

I'm your biggest fan
I'll follow you until you love me
Papa-paparazzi (ya-ha)
Baby, there's no other superstar
You know that I'll be 
Your papa-paparazzi

Promise I'll be kind
But I won't stop until that boy is mine (yah-ha)
Baby, you'll be famous
Chase you down until you love me
Papa-paparazzi"
2009,54,Beautiful,Akon featuring Colby O'Donis and Kardinal Offishall,NaN
2009,55,Viva la Vida,Coldplay,"I used to rule the world
Seas would rise when I gave the word
Now in the morning I sleep alone
Sweep the streets I used to own

I used to roll the dice
Feel the fear in my enemy's eyes
Listen as the crowd would sing
""Now the old king is dead! Long live the king!""

One minute I held the key
Next the walls were closed on me
And I discovered that my castles stand
Upon pillars of salt and pillars of sand

I hear Jerusalem bells a-ringing
Roman Cavalry choirs are singing
Be my mirror, my sword and shield
My missionaries in a foreign field

For some reason I can't explain
Once you'd gone there was never
Never an honest word
And that was when I ruled the world

It was the wicked and wild wind
Blew down the doors to let me in
Shattered windows and the sound of drums
People couldn't believe what I'd become

Revolutionaries wait
For my head on a silver plate
Just a puppet on a lonely string
Oh who would ever want to be king?

I hear Jerusalem bells a-ringing
Roman cavalry choirs are singing
Be my mirror, my sword and shield
My missionaries in a foreign field

For some reason I can't explain
I know Saint Peter won't call my name
Never an honest word
But that was when I ruled the world

I hear Jerusalem bells a-ringing
Roman cavalry choirs are singing
Be my mirror, my sword and shield
My missionaries in a foreign field

For some reason I can't explain
I know Saint Peter won't call my name
Never an honest word
But that was when I ruled the world"
2009,56,Right Now (Na Na Na),Akon,"It's been so long
That I haven't seen your face
I'm tryna' be strong
But the strength I have is washing away
It won't be long before I get you by my side
And just hold you, tease you, squeeze you, tell you
What's been on my mind

I wanna make up right na na na
I wanna make up right na na na
Wish we never broke up right na na na
We need to link up right na na na

I wanna make up right na na na
I wanna make up right na na na
Wish we never broke up right na na na
We need to link up right na na na

Girl, I know mistakes were made between us two
And we show our selfs that night even said somethings weren't true
Why'd you go and haven't seen my girl since then
Why can it be the way it was
'Cause you were my homie, lover, and friend

I wanna make up right na na na
I wanna make up right na na na
Wish we never broke up right na na na
We need to link up right na na na

I wanna make up right na na na
I wanna make up right na na na
Wish we never broke up right na na na
We need to link up right na na na

I can't lie
I miss you much
Watching everyday that goes by
I miss you much
'Til I get you back I'm gonna cry
Yes I miss you much
You are the apple of my eye
Girl, I miss you much
I miss you much
I can't lie
I miss you much
Watching everyday that goes by
I miss you much
'Til I get you back I'm gonna cry
Yes, I miss you much
You are the apple of my eye
I miss you much
I miss you much

I wanna make up right na na na
I wanna make up right na na na
Wish we never broke up right na na na
We need to link up right na na na

I wanna make up right na na na
I wanna make up right na na na
Wish we never broke up right na na na
We need to link up right na na na

I want you to fly with me
Want you to fly
I miss how you lie with me
Miss how you lie
I wish you could dine with me
Wish you could dine with me
One that would grind with me
One that would grind with me

I want you to fly with me
Want you to fly
I miss how you lie with me
Oh miss how you lie
I wish you could dine with me
Wish you could dine
One that would grind with me
Oh One that would grind (yeah)

I wanna make up right na na na
I wanna make up right na na na
Wish we never broke up right na na na
We need to link up right na na na

I wanna make up right na na na
I wanna make up right na na na
Wish we never broke up right na na na
We need to link up right na na na"
2009,57,Battlefield,Jordin Sparks,"Don't try to explain your mind
I know what's happening here
One minute it's love
And suddenly it's like a battle-field

One word turns into a war
Is it the smallest things that tear us down
My world's nothing when you don't
I'm out here without a shield; can't go back now

Both hands tied behind my back with nothing
Oh no, these times when we climb so fast to fall again
Why we gotta fall for it now

I never meant to start a war
You know I never wanna hurt you
Don't even know what we're fighting for

Why does love always feel like a battlefield, a battlefield, a battlefield?
Why does love always feel like a battlefield, a battlefield, a battlefield?
Why does love always feel like...

Can't swallow our pride,
Neither of us wanna raise that flag, mhm
If we can't surrender then
We both gonna lose what we had, oh no

Both hands tied behind my back with nothing
Oh no, these times when we climb so fast to fall again
I don't wanna fall for it now

I never meant to start a war
You know I never wanna hurt you
Don't even know what we're fighting for

Why does love always feel like a battlefield, a battlefield, a battlefield?
Why does love always feel like a battlefield, a battlefield, a battlefield?

I guess you better go and get your armor, (get your armor) get your armor
I guess you better go and get your armor, (get your armor) get your armor
I guess you better go and get your...

We could pretend that we are friends tonight (oh-oh-oh)
And in the morning we'll wake up and we'll be all right
Cause baby we don't have to fight
And I don't want this love to feel like...

A battlefield, a battlefield, a battlefield,
Why does love always feel like a battlefield, a battlefield, a battlefield?

I guess you better go and get your armor...

I never meant to start a war
You know I never wanna hurt you
Don't even know what we're fighting for (what are we fighting for?)

Why does love always feel like a battlefield, a battlefield, a battlefield?
Why does love always feel like a battlefield, a battlefield, a battlefield?

I guess you better go and get your armor, (get your armor) get your armor
I guess you better go and get your armor, (get your armor) get your armor

Why does love always feel like...
Why does love always feel like...
A battlefield, a battlefield

I never meant to start a war
Don't even know what we're fighting for

I never meant to start a war
Don't even know what we're fighting for"
2009,58,Sugar,Flo Rida featuring Wynter Gordon,NaN
2009,59,Miss Independent,Ne-Yo,"Yeah, yeah yeah,
Yeah, yeah yeah,
Yeah, yeah yeah yeah.

Ooh, is somethin' about,
Just somethin' about the way she move,
I can't figure it out,
It's somethin' about her

(Say) Ooh, is somethin' about,
Kinda woman that want you but don't need you,
(Hey) I can't figure it out,
It's somethin' about her.

'Cause she walk like a boss,
Talk like a boss,
Manicure nails just set the pedicure off,
She's fly effortlessly, (effortlessly)

And she move like a boss,
Do what a boss,
Do, she got me thinkin' about gettin' involved, (involved)
That's the kinda girl I need, oh.

She got her own thing,
That's why I love her,
Miss Independent,
Won't you come and spend a little time,
She got her own thing

That's why I love her,
Miss Independent,
Ooh, the way me shine,
Miss Independent, yeah.

Yeah, yeah yeah,
Yeah, yeah yeah,
Yeah, yeah yeah yeah. (oh)

Ooh, there's somethin' about,
Kinda woman that can do for herself,
I look at her and it makes me proud,
There's somethin' about her

Somethin', ooh, so sexy about,
Kinda woman that don't even need my help,
She said she got it, she got it, (she said she got it, she got it)
No doubt, there's something about her. (there's somethin' about her)

'Cause she work like the boss,
Play like the boss,
Car and the crib she 'bout to pay 'em both off, (both off)
And bills are paid on time, yeah

She made for a boss,
Only a boss,
Anything less she tellin' them to get lost, (get lost)
That's the girl that's on my mind.

She got her own thing,
That's why I love her,
Miss Independent,
Won't you come and spend a little time

She got her own thing,
That's why I love her,
Miss Independent,
Ooh, the way Miss Shine,
Miss Independent, yeay.

(Mmhm) Her favorite thing to say,
Don't worry I got it, (mmhm)
And everything she got,
Best believe she bought it (mmhm)

She gon' steal my heart,
Ain't no doubt about it, girl,
You're everything I need,
Said you're everything I need.

Yeah, yeah yeah,
Yeah yeah,
Yeah yeah, yeah yeah yeah.

She's got her own thing, (ooh)
That's why I love her, (that's why I love her, oh oh)
Miss Independent, (independent)
Won't you come and spend a little time (oh)

She's got her own thing, (she got, she got)
That's why I love her, (that's why I love that girl)
Miss Independent, (oh oh)
Ooh, the way Miss Shine,
Miss Independent.

Miss Independent,
That's why I love her."
2009,60,Fireflies,Owl City,"You would not believe your eyes
If ten million fireflies
Lit up the world as I fell asleep

'Cause they'd fill the open air
And leave teardrops everywhere
You'd think me rude, but I would just stand and stare

I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems

'Cause I'd get a thousand hugs
From ten thousand lightning bugs
As they try to teach me how to dance

A foxtrot above my head
A sock hop beneath my bed
A disco ball is just hanging by a thread

I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems
(When I fall asleep)

Leave my door open just a crack
(Please take me away from here)
'Cause I feel like such an insomniac
(Please take me away from here)
Why do I tire of counting sheep?
(Please take me away from here)
When I'm far too tired to fall asleep

To ten million fireflies
I'm weird 'cause I hate goodbyes
I got misty eyes as they said farewell
(They said farewell)

But I'll know where several are
If my dreams get real bizarre
'Cause I saved a few and I keep them in a jar
(A jar)

I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems
(When I fall asleep)

I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems
(When I fall asleep)

I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
Because my dreams are bursting at the seams"
2009,61,New Divide,Linkin Park,"I remembered black skies
The lightning all around me
I remembered each flash
As time began to blur

Like a startling sign
That fate had finally found me
And your voice was all I heard
That I get what I deserve

So give me reason
To prove me wrong
To wash this memory clean
Let the floods cross the distance in your eyes

Give me reason
To fill this hole
Connect the space between
Let it be enough to reach the truth that lies
All across this new divide

There was nothing in sight
But memories left abandoned
There was nowhere to hide
The ashes fell like snow

And the ground caved in
Between where we were standing
And your voice was all I heard
That I get what I deserve

So give me reason
To prove me wrong
To wash this memory clean
Let the floods cross the distance in your eyes
Across this new divide

In every loss
In every lie
In every truth that you'd deny
And each regret
And each goodbye
Was a mistake too great to hide
And your voice was all I heard
That I get what I deserve

So give me reason
To prove me wrong
To wash this memory clean
Let the floods cross the distance in your eyes

Give me reason
To fill this hole
Connect the space between
Let it be enough to reach the truth that lies
All across this new divide
All across this new divide
All across this new divide"
2009,62,Empire State of Mind,Jay-Z featuring Alicia Keys,NaN
2009,63,No Surprise,Daughtry,"I've practiced this for hours, gone round and round
And now I think that I've got it all down
And as I say it louder I love how it sounds
'Cause I'm not taking the easy way out
Not wrapping this in ribbons
Shouldn't have to give a reason why...

It's no surprise I won't be here tomorrow
I can't believe that I stayed till today
Yeah you and I will be a tough act to follow
But I know in time we'll find this was no surprise

It came out like a river once I let it out
When I thought that I wouldn't know how
Held onto it forever just pushing it down
Felt so good to let go of it now
Not wrapping this in ribbons
Shouldn't have to give a reason why

It's no surprise I won't be here tomorrow
I can't believe that I stayed till today
There's nothing here in this heart left to borrow
There's nothing here in this soul left to say
Don't be surprised when we hate this tomorrow
God knows we tried to find an easier way
Yeah you and I will be a tough act to follow
But I know in time we'll find this was no surprise

Our favorite place we used to go
The warm embrace that no one knows
The loving look that's left your eyes
That's why this comes as no, as no surprise

If I could see the future and how this plays out
I bet it's better than where we are now
But after going through this, it's easier to see the reason why

It's no surprise I won't be here tomorrow
I can't believe that I stayed till today
Yeah you and I will be a tough act to follow
But I know in time we'll find this was no surprise

The kiss goodnight, it comes with me
Both wrong and right, our memories
The whispering before we sleep, just one more thing that you can't keep
Our favorite place we used to go
The warm embrace that no one knows
The loving look that's left your eyes
But I know in time we'll find this was no surprise"
2009,64,She Wolf,Shakira,"S.O.S. she's in disguise
S.O.S. she's in disguise
There's a she wolf in disguise
Coming out, coming out, coming out

A domesticated girl that's all you ask of me
Darling it is no joke, this is lycanthropy
The moon's awake now with eyes wide open
My body's craving, so feed the hungry

I've been devoting myself to you Monday to Monday and Friday to Friday
Not getting enough retribution or decent incentives to keep me at it
I'm starting to feel just a little abused like a coffee machine in an office
So I'm gonna go somewhere cozy to get me a lover
And tell you all about it

There's a she wolf in your closet
Open up and set her free
There's a she wolf in your closet
Let it out so it can breathe

Sitting across a bar, staring right at her prey
It's going well so far, she's gonna get her way
Nocturnal creatures are not so prudent
The moon's my teacher, and I'm her student

To locate the single men, I got on me a special radar
And the fire department hotline in case I get in trouble later
Not looking for cute little divos or rich city guys that just want to enjoy
But having a very good time and behave very bad in the arms of a boy

There's a she wolf in the closet
Open up and set her free
There's a she wolf in your closet
Let it out so it can breathe

S.O.S. she's in disguise
S.O.S. she's in disguise
There's a she wolf in disguise
Coming out, coming out, coming out

S.O.S. she's in disguise
S.O.S. she's in disguise
There's a she wolf in disguise
Coming out, coming out, coming out

There's a she wolf in your closet
Let it out so it can breathe"
2009,65,Break Up,Mario featuring Gucci Mane and Sean Garrett,NaN
2009,66,Sweet Dreams,Beyoncé,"(Turn the lights on) 

Every night I rest in my bed 
With hopes that maybe I'll get a chance to see you 
When I close my eyes 
I'm going out of my head
Lost in a fairytale
Can you hold my hand and be my guide

Clouds filled with stars cover your skies
And I hope it rains
You're the perfect lullaby
What kinda dream is this? 

You could be a sweet dream or a beautiful nightmare 
Either way I, don't wanna wake up from you 
Sweet dream or a beautiful nightmare 
Somebody pinch me, your love's too good to be true 
My guilty pleasure I ain't going nowhere 
Baby long as you're here 
I'll be floating on air 'cause you're my 
You can be a sweet dream or a beautiful nightmare 
Either way I, don't wanna wake up from you 

I mention you when I say my prayers 
I wrap you around all of my thoughts 
Boy you're my temporary high 
I wish that when I wake up you're there
To wrap your arms around me for real
And tell me you'll stay by my side

Clouds filled with stars cover the skies
And I hope it rains
You're the perfect lullaby 
What kinda dream is this?

You can be a sweet dream or a beautiful nightmare
Either way I, don't wanna wake up from you
Sweet dream or a beautiful nightmare
Somebody pinch me, your love's too good to be true
My guilty pleasure I ain't going nowhere
Baby long as you're here 
I'll be floating on air 'cause you're my 
You can be a sweet dream or a beautiful nightmare 
Either way I, don't wanna wake up from you

Tattoo your name across my heart
So it will remain
Not even death could make us part
What kind of dream is this? 

You can be a sweet dream or a beautiful nightmare 
Either way I, don't wanna wake up from you 
Sweet dream or a beautiful nightmare 
Somebody pinch me, your love's too good to be true 
My guilty pleasure I ain't going nowhere 
Baby long as you're here
I'll be floating on air 'cause you're my, 
You can be a sweet dream or a beautiful nightmare 
Either way I, don't wanna wake up from you"
2009,67,Every Girl,Young Money,"Lil Wayne
I like a long hair, thick red bone
Open up her legs then filet mignon that pussy
I'ma get in and on that pussy
If she let me in, I'ma own that pussy
Gon throw it back and bust it open like you 'posed to
Girl I got that dope dick, now come here, lemme dope you
You gon' be a dopefiend, your friends should call you Dopey
Tell 'em keep my name out they mouth if they don't know me
Unh, but you can call me tune'che
I'll fuck the whole group, baby I'm a groupie
My sex game is stupid, my head is the dumbest
I promise, I should be hooked on phonics, yeah
But anyway, I think you're bionic
And I don't think you're beautiful, I think you're beyond it
And I just wanna get behind it
And watch it (back it up and dump it, back-back it up and dump it)

'Cause we like her, and we like her too
And we like her, and we like her too
And we like her, and we like her too
And we like her, and she like us too
And oh

I wish I could fuck every girl in the world
I wish I could fuck every girl in the world
I wish I could fuck every girl in the world

Drake
She be jumpin' up and down, tryna fit that ass in
Took her half an hour just to get that belt to fasten
All they want to talk about is partyin' and fashion
Every single night I have a dream that I am smashin' them all
Young Money man, this shit so timeless
And I'm in the mood to get faded so please bring your finest
And what are all your names again, we drunk, remind us
Are any of y'all into girls like I am, let's be honest (she wants me she wants me)
'Cause I got it all shawty, tell me what you don't see
I would fuck with all y'all, all of y'all are beautiful
I just can't pick one so you can never say I'm choosy hoes
And Wayne say pussy pussy pussy
And weed and alcohol seems to satisfy us all, damn
And every time I think of stayin' wit her
She bring that friend around and make a nigga reconsider

'Cause we like her, and we like her too
And we like her, and we like her too
And we like her, and we like her too
And we like her, and she like us too
And oh

Jae Millz
I ain't bein' disrespectful, baby I'm just bein' Millz
And I don't know how fake feels so I gotta keep it real
I just want to fuck every girl in the world
Every model, every singer, every actress, every diva
Every house of Diddy chick, every college girl, every skeezer
Stripper and every desperate housewife that resemble Eva
My role model was Will so married woman and MILF
It don't matter who you is, miss you-can-get-the-business, hah

Gutta
These hoes is God's gift like Christmas
I like 'em caramel skin, long hair thick ass
And I swear I'm feelin' all y'all
I'm scrollin' down my call log and I'ma call all y'all
My butter pecan, Puerto Rican
She screamin' out papi every time a nigga deep in
And I'm about to get my Bill Clinton on
And Hilary can Rodham too boy, I gets my pimpin' on

I wish I could fuck every girl in the world
I wish I could fuck every girl in the world
I wish I could fuck every girl in the world
I wish I could fuck every girl in the world
I wish I could fuck every girl in the world
I wish I could fuck every girl in the world
I wish I could fuck every girl in the world
I wish I could fuck every girl in the world

Mack Maine
Sanna Lathan, Megan Good
Angelina Jolie, D. Woods
For free suites, I'd give Paris Hilton all-nighters
In about 3 years, holla at me Miley Cyrus
I don't discriminate, no, not at all
Kit-kat a midget, if that ass soft, I break her off
I exchange v-cards with the retards
And get behind the christian like d.r
'Cause he are, Mack Mizzoo, baby
'Cause he are, Mack Mizzoo baby

Lil Wayne
I wish I could fuck every girl in the world
I wish I could fuck every girl in the world
I wish I could fuck every girl in the world
I wish I could fuck every girl in the world

Young Moolah Baby"
2009,68,Fallin' for You,Colbie Caillat,"I don't know but
I think I maybe
Fallin' for you
Dropping so quickly

Maybe I should
Keep this to myself
Waiting till I
Know you better

I am trying
Not to tell you
But I want to
I'm scared of what you'll say
So I'm hiding what I'm feeling
But I'm tired of
Holding this inside my head

I've been spending all my time
Just thinking 'bout you
I don't know what to do
I think I'm fallin' for you

I've been waiting all my life
And now I found you
I don't know what to do
I think I'm fallin' for you
I'm fallin' for you

As I'm standing here
And you hold my hand
Pull me towards you
And we start to dance

All around us
I see nobody
Here in silence
It's just you and me

I'm trying
Not to tell you
But I want to
I'm scared of what you'll say
So I'm hiding what I'm feeling
But I'm tired of
Holding this inside my head

I've been spending all my time
Just thinking 'bout you
I don't know what to do
I think I'm fallin' for you

I've been waiting all my life
And now I found you
I don't know what to do
I think I'm fallin' for you
I'm fallin' for you

Oh I just can't take it
My heart is racin'
Emotions keep spinnin' out

I've been spending all my time
Just thinking 'bout you
I don't know what to do
I think I'm fallin' for you
I've been waiting all my life

And now I found you
I don't know what to do
I think I'm fallin' for you
I'm fallin' for you
I think I'm fallin' for you

I can't stop thinking 'bout it
I want you all around me
And now I just can't hide it
I think I'm fallin' for you

I can't stop thinking 'bout it
I want you all around me
And now I just can't hide it
I think I'm fallin' for you

I'm fallin' for you

Ooohhh
Oh no no
Oooooohhh
Oh I'm fallin' for you"
2009,69,Untouched,The Veronicas,"I go ooh ooh
You go ah ah
La la la la, Ah la la la
I can la la la la la la
I wanna wanna wanna get get get
What I want don't stop
Gimme gimme gimme what you got got
'Cause I can't wait wait wait
Anymore more more more
Don't even talk about the consequence
'Cause right now you're the only thing
That's makin' any sense to me
And I don't give a damn
What they say or what they think think
'Cause you're the only one who's on my mind
I'll never ever let you leave me
I'll try to stop time forever
Never wanna hear you say goodbye (bye bye)

I feel so untouched
And I want you so much
That I just can't resist you
It's not enough to say that I miss you
I feel so untouched right now
Need you so much somehow
I can't forget you
I've gone crazy from the moment I met you

Untouched un
And I need you so much

See you breathe you I want to be you
Ah la la la, Ah la la la
You can take take t-t-take take time time
To live live the way
You gotta gotta live your life
Gimme gimme gimme all of you you
Don't be scared
I'll see you through the loneliness
I want it more more more
Don't even think about what's right or wrong
Or wrong or right
'Cause in the end it's only you and me
And no one else is gonna be around
To answer all the questions left behind
And you and I are meant to be
So even if the world falls down today
You still got me to hold you up up
And I will never let you down (down down)

I feel so untouched
And I want you so much
That I just can't resist you
It's not enough to say that I miss you
I feel so untouched right now
Need you so much somehow
I can't forget you
I've gone crazy from the moment I met you

Untouched un untouched
Untouched un untouched
Untouched un
Ah la la la, Ah la la la
Untouched un
Ah la la la, Ah la la la

I feel so untouched
And I want you so much
That I just can't resist you
It's not enough to say that I miss you
I feel so untouched right now
Need you so much somehow
I can't forget you
I've gone crazy from the moment I met you

I feel so untouched
And I want you so much
That I just can't resist you
It's not enough to say that I miss you
I feel so untouched right now
Need you so much somehow
I can't forget you
I've gone crazy from the moment I met you

Untouched un untouched
Untouched un"
2009,70,If Today Was Your Last Day,Nickelback,"My best friend gave me the best advice
He said each day's a gift and not a given right
Leave no stone unturned, Leave your fears behind
And try to take the path less traveled by
That first step you take is the longest stride

If today was your last day
And tomorrow was too late
Could you say goodbye to yesterday?
Would you live each moment like your last?
Leave old pictures in the past
Donate every dime you have?
If today was your last day,
If today was your last day.

Against the grain should be a way of life
What's worth the price is always worth the fight
Every second counts 'cause there's no second try,
So live like you'll never live it twice
Don't take the free ride in your own life

If today was your last day
And tomorrow was too late
Could you say goodbye to yesterday?
Would you live each moment like your last?
Leave old pictures in the past
Donate every dime you have?
Would you call old friends you never see?
Reminisce old memories
Would you forgive your enemies?
Would you find that one you're dreamin' of
Swear up and down to God above
That you finally fall in love
If today was your last day

If today was your last day...
Would you make your mark
By mending a broken heart?
You know it's never too late
To shoot for the stars,
Regardless of who you are
So do whatever it takes
'cause you can't rewind
A moment in this life
Let nothin' stand in your way
'cause the hands of time
Are never on your side

If today was your last day
And tomorrow was too late,
Could you say goodbye to yesterday?

Would you live each moment like your last?
Leave old pictures in the past
Donate every dime you have?
Would you call old friends you never see?
Reminisce old memories
Would you forgive your enemies?
Would you find that one you're dreamin' of
Swear up and down to God above
That you finally fall in love
If today was your last day"
2009,71,Throw It in the Bag,Fabolous featuring The-Dream,NaN
2009,72,Love Drunk,Boys Like Girls,"Top down in the summer sun 
The day we met was like a hit and run 
And I still taste it on my tongue 
(Taste it on my tongue) 
The sky was burning up like fireworks 
You made me want you oh so bad it hurts 
But girl, in case you haven't heard 

I used to be love drunk 
But now I'm hungover 
I love you forever 
Forever is over 
We used to kiss all night 
Now it's just a barfight 
So don't call me crying
Say hello to goodbye 
(Okay) 
'Cause just one sip
(Okay) 
Would make me sick 
I used to be love drunk 
But now I'm hungover 
I love you forever 
But now it's over 

Hot sweat and blurry eyes 
We're spinning on a roller coaster ride 
The world stuck in black and white 
You drove me crazy every time we touched 
Now I'm so broken that I can't get up 
Oh girl, you make me such a lush 

I used to be love drunk 
But now I'm hungover 
I love you forever 
Forever is over 
We used to kiss all night 
Now it's just a barfight 
So don't call me crying
Say hello to goodbye 
(Okay) 
'Cause just one sip
(Okay) 
Would make me sick 
I used to be love drunk 
But now I'm hungover 
I love you forever 
But now it's over 

All the time I wasted on you 
All the bullshit you put me through 
I'm checking into rehab 
'Cause everything that we had 
Didn't mean a thing to you 

I used to be love drunk 
But now I'm hungover
I love you forever 
But now I'm sober

I used to be love drunk 
But now I'm hungover 
I love you forever 
Forever is over 
We used to kiss all night 
Now it's just a barfight 
So don't call me crying
Say hello to goodbye 
(Okay) 
'Cause just one sip
(Okay) 
Would make me sick 
I used to be love drunk 
But now I'm hungover 
I love you forever
But now it's over

Now it's over 
I still taste it on my tongue 
Now it's over"
2009,73,I Love College,Asher Roth,"I'm nice right now, man
I, I feel good
If you have a drink
Would you please put it in the air?

That party last night was awfully crazy
I wish we taped it
I danced my ass off
And had this one girl completely naked

Drink my beer and smoke my weed
But my good friends is all I need
Pass out at 3, wake up at 10
Go out to eat, then do it again
Man, I love college

I wanna go to college for the rest of my life
Sip Bankers Club and drink Miller Lite
On thirsty Thursday and Tuesday night ice
And I can get pizza a dollar a slice

So fill up my cup, lets get fucked up
I'm next on the table, who want what?
I am champion at beer pong
Allen Iverson, Hakeem Olajuwon

Don't even bounce, not in my house
Better hope you make it, otherwise you naked
Time isn't wasted when you're getting wasted
Woke up today and all I could say is, um…

That party last night was awfully crazy
I wish we taped it
I danced my ass off
And had this one girl completely naked

Drink my beer and smoke my weed
But my good friends is all I need
Pass out at 3, wake up at 10
Go out to eat, then do it again

Man, I love college (Ay!)
I love drinkin' (Ay!)
I love women (Ay!)
Man, I love college

I can't tell you what I learned from school
But I could tell you a story or two
Um, yeah of course I learned some rules
Like don't pass out with your shoes on

And don't leave the house till the booze gone
And don't have sex if she's too gone
When it comes to condoms, put two on
Then tomorrow night, find a new joint

Hold the beer bong, nothing wrong with some fun
Even if we did get a little bit too drunk
Time isn't wasted when you're getting wasted
Woke up today and all I could say is

That party last night was awfully crazy
I wish we taped it
I danced my ass off
And had this one girl completely naked

Drink my beer and smoke my weed
But my good friends is all I need
Pass out at 3, wake up at 10
Go out to eat, then do it again

Man, I love college (Ay!)
I love drinkin' (Ay!)
I love women (Ay!)
I love college

Now, if everybody would please
Put their drink as high as they can
As high as they can
And repeat after me

Chug, chug, chug, chug, chug, chug, chug, chug

Freshmen
(Freshmen, freshmen, freshmen)

Do something crazy
(Do something crazy, do something crazy, do something crazy)

Keg stand
(Keg stand, keg stand, keg stand)

That party last night
Man, I love college… I love it
That party last night
A'ight everybody, I gotta head back to class for a little bit

That party last night was awfully crazy
I wish we taped it (You know whats goin down)
I danced my ass off
And had this one girl completely naked

Drink my beer and smoke my weed (You're all invited)
But my good friends is all I need (Bring your friends)
Pass out at 3, wake up at 10
Go out to eat, then do it again
Man, I love college

Do I really have to graduate, or can I just stay here the rest of my life?"
